indeks_mapel_un_1_5,presentase_rangking _1_5,indeks_mapel_un_3_5,presentase_rangking _1_5,lulus_tpb
84.32,26.05,84.31,26.96,0
80.85,20.83,81.5,20.83,1
82.85,27.27,84.31,26.96,1
82.31,2.44,85.49,2.17,1
76.76,25,84.31,26.96,1
93.73,6.72,84.31,26.96,1
86.06,1.04,87.3,1.04,1
86,13.33,84.31,26.96,1
81.3,29.79,82.55,36.17,0
82.01,26.89,84.31,26.96,1
78.52,14.77,79.43,15.91,1
82.19,23.13,84.31,26.96,1
84.6,3.92,86.21,3.7,1
82.56,7.85,84.31,26.96,1
82.38,4.04,84.31,26.96,1
81.66,22.7,84.31,26.96,1
85.86,29.07,87.29,25.97,1
82.8,16.06,84.31,26.96,1
93.43,6.9,84.31,26.96,1
81.88,19.15,83.76,20.09,1
87.78,3.85,89.21,3.85,1
77.11,44.72,84.31,26.96,0
87.48,46.23,84.31,26.96,1
81.23,24.24,84.31,26.96,0
88.99,14.07,84.31,26.96,1
81.44,32.84,84.31,26.96,1
85.32,16.33,84.31,26.96,1
80.47,46.41,84.31,26.96,1
87.26,0.65,89.03,0.65,1
87.42,4.76,84.31,26.96,1
80.67,49.58,84.31,26.96,1
76.48,44.44,78.36,44.69,1
84.5,48.85,84.31,26.96,1
84.91,5.56,84.31,26.96,1
89.43,41.38,84.31,26.96,1
80.63,45.39,81.91,51.3,1
80.34,18.11,81.37,22.31,1
81.67,27.45,84.31,26.96,1
86.7,17.33,84.31,26.96,1
83.35,14.44,84.55,16.67,1
81.69,18.89,83.35,18.92,1
83.72,10.4,84.31,26.96,1
81.65,18.32,84.31,26.96,1
81.81,5.26,84.31,26.96,0
80.43,41.11,84.31,26.96,1
80.99,35.56,84.31,26.96,1
82.82,4.17,84.31,26.96,0
81.64,4.07,84.42,4.61,1
83.67,16.5,84.31,26.96,1
81.31,7.09,81.5,17.59,1
80.81,32.35,84.31,26.96,1
84.81,26.5,84.31,26.96,1
84.76,8.89,84.31,26.96,1
82.5,28.85,84.31,26.96,1
81.61,21.6,84.31,26.96,1
88.93,15.88,84.31,26.96,1
81.94,20.92,84.31,26.96,1
79.54,49.3,84.31,26.96,1
83.63,5.18,84.94,9.15,1
82.52,28.21,83.1,28.6,1
81.62,32.81,84.31,26.96,1
82.68,11.11,84.31,26.96,0
84.63,4.41,87.94,4.29,1
85.03,5.19,84.31,26.96,1
84.87,45.34,84.31,26.96,1
84.96,36.73,84.31,26.96,0
84.27,5.88,84.31,26.96,1
77,48.78,84.31,26.96,1
85.08,39.71,84.31,26.96,1
84.34,17.52,84.31,26.96,1
84.13,36.92,84.31,26.96,1
82.28,26.53,84.09,19.22,1
79.68,7.14,84.31,26.96,1
81.61,16.09,84.31,26.96,1
83.72,31.85,84.31,26.96,1
82.49,34.52,84.31,26.96,1
82.81,2.68,84.31,26.96,1
83.62,10.53,84.31,26.96,1
84.7,3.68,88,4.42,1
81.05,32.39,84.31,26.96,1
85.07,30.77,84.31,26.96,1
83.5,11.22,84.31,26.96,1
79.98,50.43,84.31,26.96,1
86.87,40.34,84.31,26.96,0
78.03,21.9,80.3,15.76,1
81.19,11.63,84.31,26.96,0
83.23,23.11,86.68,22.62,1
84.3,2.93,86.12,3.26,1
80.07,28.65,84.31,26.96,1
86.97,4.08,84.31,26.96,1
82.43,6.19,83.49,10.82,1
83.74,9.56,86,21.47,1
82.7,46.01,84.31,26.96,1
85.64,6.73,84.31,26.96,1
82.91,18.67,84.31,26.96,1
83.63,16.42,85.67,11.44,1
92.79,4.58,84.31,26.96,1
80.41,45.58,84.31,26.96,1
84.82,4.08,86,4.54,1
83.7,7.77,84.31,26.96,1
83.25,15.81,85.88,23.93,1
85.1,48.05,84.31,26.96,1
84.61,19.61,84.31,26.96,1
85.05,14.1,86.4,13.76,1
82.49,29.49,84.31,26.96,1
83.13,41.33,84.31,26.96,1
83.31,23.56,84.31,26.96,1
86.63,23.43,89.12,17.71,1
82.8,25,84.31,26.96,1
84.58,16.67,84.75,20.65,1
85.54,3.48,86.65,4.5,0
85.51,6.75,84.31,26.96,1
87.65,3.67,84.31,26.96,1
82.2,10,83.6,12.99,1
82.04,4.26,84.31,26.96,0
83.66,4.58,84.31,26.96,1
86.73,19.03,84.31,26.96,1
80.11,25.66,82.3,36.58,1
79.91,31.33,84.31,26.96,0
78.54,21.23,80.33,23.05,1
83.4,35.03,84.31,26.96,1
83.68,19.67,85.15,28.59,1
82.74,24.32,84.31,26.96,1
82.43,32.43,84.31,26.96,1
84.04,26.57,84.31,26.96,1
81.19,41.92,83.39,38.72,1
83.54,24.43,83.86,33.08,1
83.84,6.12,85.81,4.76,1
81.13,26.21,84.31,26.96,0
84.49,35.82,84.31,26.96,1
83.89,6.16,84.31,26.96,1
77.81,29.76,84.31,26.96,1
82.2,32.2,85.09,26.84,1
87.82,3.62,84.31,26.96,0
86.48,8.6,89.75,9.8,1
80.8,41.18,84.31,26.96,1
82.06,11.67,83.42,15.58,1
82.91,8.96,84.39,9.95,1
79.55,15.69,84.31,26.96,1
79.5,28.71,84.31,26.96,1
81.33,44.87,82.42,36.13,1
80.2,30.56,84.31,26.96,1
81.8,47.24,84.31,26.96,1
82.05,43.78,84.31,26.96,1
79.74,46.73,84.31,26.96,1
83.66,4.58,84.31,26.96,1
81.31,30,82.99,21.71,1
88.87,3.16,84.31,26.96,1
82.72,28.03,86.09,25.92,1
83.57,20.45,84.31,26.96,1
81.83,26.39,84.31,26.96,1
80.06,49.8,84.31,26.96,1
87,5.13,84.31,26.96,1
85.24,6.02,87.3,7.63,1
85.44,17.92,88.39,20.19,1
83.32,13.6,84.31,26.96,1
83.9,13.13,84.31,26.96,1
79.62,37.5,84.31,26.96,1
82.08,33.5,84.31,26.96,1
88.08,19.27,84.31,26.96,1
81.57,21.31,84.31,26.96,1
84.06,20.51,84.31,26.96,1
82.85,8.5,85.02,9.37,1
84.49,0.58,85.85,4.68,1
83.81,7.89,84.31,26.96,0
86.46,1.74,88.21,1.5,1
82.35,31.44,84.31,26.96,0
88.56,4.93,89.39,10.13,1
86.7,8.97,87.27,8.82,1
85.94,43.33,84.31,26.96,1
90.95,15.2,84.31,26.96,1
81.28,27.87,84.31,26.96,1
87.66,35.62,84.31,26.96,1
82.4,23.47,83.82,25.34,1
80.02,44.74,84.31,26.96,1
80.98,44.54,84.31,26.96,1
81.71,7.5,83.58,10.17,1
81.94,12.5,84.31,26.96,0
83.68,6.09,84.31,26.96,1
83.41,25.97,84.31,26.96,0
82.99,14.95,84.31,26.96,1
83.19,29.63,84.31,26.96,1
86.57,25.56,84.31,26.96,1
84.07,5.98,84.31,26.96,1
86.12,7.83,87.91,9.22,1
82.9,45.75,84.31,26.96,1
84.68,45.58,84.31,26.96,1
82.19,8.78,82.03,12.4,1
88.92,9.09,89.94,13.77,1
86.31,16.67,84.31,26.96,1
88.76,5.44,89.24,7.81,1
81.45,18.26,82.06,30.33,1
82.35,29.49,84.31,26.96,1
82.15,30.1,83.32,38.44,0
82.49,20.41,84.41,14.12,1
83.2,37.61,84.31,26.96,1
82.35,43.5,84.31,26.96,1
80.89,48.86,84.31,26.96,1
84.75,24.73,88.75,19.35,1
75.61,12,75.23,12.33,1
84.01,21.37,84.31,26.96,0
83.67,9.18,85.57,6.12,1
81.95,5.31,84.31,26.96,1
83.99,6.36,84.31,26.96,1
85.67,25.69,84.31,26.96,1
82.3,43.35,83.92,47.96,0
77.61,35.19,84.31,26.96,1
82.83,30.37,84.31,26.96,0
91.63,11.45,84.31,26.96,1
83.06,23.12,84.31,26.96,1
83.74,41.99,84.31,26.96,1
91.1,12.21,84.31,26.96,0
85.72,1.89,86.32,3.77,1
78.41,15.79,84.31,26.96,1
81.61,7.24,84.31,26.96,1
87.04,13.64,84.31,26.96,0
83.98,40.57,84.31,26.96,1
85.72,6.51,87.56,5.96,1
84.77,36.36,84.31,26.96,1
79.07,9.21,84.31,26.96,1
81.11,23.88,82.28,29.35,1
81.12,49.36,84.31,26.96,1
88.08,25.95,84.31,26.96,1
84.82,3.77,85.73,5.03,1
82.17,48.05,84.31,26.96,1
86.97,18.03,84.31,26.96,1
83.65,10.2,84.33,14.29,1
81.58,11.22,84.31,26.96,1
84.84,25.64,84.31,26.96,1
81.65,13.93,82.41,16.26,1
77.67,33.17,78.3,34.91,1
83.02,44.34,84.31,26.96,1
81.5,18.75,84.31,26.96,1
83,32.48,84.31,26.96,1
79.56,34.68,84.31,26.96,0
80.97,21.09,84.31,26.96,1
79.3,11.76,84.31,26.96,1
77.59,36.11,84.31,26.96,1
89.72,4.55,84.31,26.96,1
83.06,12.3,84.31,26.96,1
85.48,29.86,84.31,26.96,1
77.86,25.93,84.31,26.96,1
86.93,13.64,84.31,26.96,1
81.68,27.89,84.31,26.96,1
81.93,12.46,84.31,26.96,0
85.99,26.39,87.18,23.67,1
85.69,15.77,88.86,14.1,1
85.91,45.99,84.31,26.96,1
79.11,20.83,84.31,26.96,1
82.7,21.69,84.31,26.96,1
87.87,9.09,84.31,26.96,1
84.53,48.98,84.31,26.96,1
81.54,49.11,84.31,26.96,1
86.3,20.39,84.31,26.96,1
80.96,41.45,84.31,26.96,1
80.95,7.32,83.43,7.86,0
87.65,24.77,84.31,26.96,1
83.42,20.96,84.31,26.96,1
84.04,28.48,85.58,32.56,1
82.78,35.06,84.31,26.96,1
84.44,23.58,84.31,26.96,1
79.53,8.57,84.31,26.96,1
80.74,24.74,84.31,26.96,1
85.03,37.31,86.03,35.26,1
86.97,13.59,84.31,26.96,1
91.15,34.23,84.31,26.96,1
81.38,16.67,84.31,26.96,0
87.4,21.63,88.75,30.93,1
80.89,31.87,84.31,26.96,1
83.46,29.33,84.31,26.96,1
87.65,6.25,84.31,26.96,1
87.58,23.83,84.31,26.96,1
77.02,44.39,84.31,26.96,1
86.2,15.47,88.15,15.83,1
81.31,31.25,84.31,26.96,1
82.36,17.86,84.31,26.96,1
85.82,10.85,88.42,11.01,1
83.96,3,84.89,3.67,1
84.27,35.48,84.31,26.96,1
82.69,18.13,84.59,19.65,1
82.68,31.67,84.31,26.96,1
83.93,25,84.31,26.96,1
82.24,21.76,84.31,26.96,1
84.58,11.73,86.43,27.57,0
85.08,14.42,84.31,26.96,1
83.74,8.22,84.31,26.96,1
88.3,4.92,84.31,26.96,1
83.43,10.96,84.39,22.37,0
84.84,22.92,84.31,26.96,1
79.1,46.97,84.31,26.96,1
86,41.41,84.31,26.96,1
89.16,30.15,84.31,26.96,1
84.86,1.47,86.76,1.47,1
83.21,4.73,84.31,26.96,1
85.92,8.52,84.31,26.96,0
81.87,10.4,83.02,18.4,1
82.45,30.96,84.31,26.96,1
83.94,16,84.4,19.11,0
83.43,30.77,84.31,26.96,1
81.85,19.26,84.31,26.96,1
85.21,22.22,84.31,26.96,0
85.28,29.52,84.31,26.96,1
81.36,24.83,84.31,26.96,1
82.63,40.19,84.31,26.96,1
82.94,6.42,84.31,26.96,1
80.62,46.72,84.31,26.96,1
83.48,33.96,84.31,26.96,1
83.01,3.89,84.31,26.96,1
83.65,31.46,84.31,26.96,1
84.29,17.95,84.77,17.63,1
82.79,14.8,84.31,26.96,1
83.04,36.1,84.31,26.96,1
85.33,10.61,84.31,26.96,1
85.8,19.01,84.31,26.96,0
81.62,31.09,83.25,41.39,1
82.99,26.35,83.07,33.93,1
83.15,33.33,84.31,26.96,1
78.89,48.03,84.31,26.96,1
82.45,26.62,84.31,26.96,1
85.09,26.54,84.31,26.96,1
80.88,45.85,82.63,47.89,1
84.14,1.39,84.31,26.96,1
85.98,28.96,84.31,26.96,1
80.73,50.26,82.06,52.85,0
83.7,6.45,85.13,7.8,1
80.49,39.91,84.31,26.96,1
81.66,38.64,84.31,26.96,0
78.36,13.89,84.31,26.96,1
84.78,15.79,84.31,26.96,1
84.65,46.94,84.31,26.96,1
80.36,44.25,84.31,26.96,1
88.39,14.68,87.18,31.19,1
85.27,17.14,87.06,23.17,1
85.45,10.37,87.33,10.77,1
80.81,1.42,82.11,3.34,1
86.22,15.02,88.46,13.73,1
86.77,2.22,84.31,26.96,1
87.35,7.69,88.73,4.95,1
77.53,37.96,84.31,26.96,1
82.82,25.1,84.09,29.28,1
80.48,35.2,84.31,26.96,1
85.19,23.08,84.31,26.96,1
84.15,6.56,84.31,26.96,0
82.79,15.31,84.19,18.2,1
86.75,13.23,88.3,14.63,1
83.06,23.14,84.31,26.96,1
81.19,35.23,84.31,26.96,1
76.88,34.81,84.31,26.96,1
84.89,18.4,87.07,21.23,1
84.27,39.53,84.31,26.96,1
82.95,18.42,84.31,26.96,1
92.44,1.08,93.18,2.15,1
86.21,36.56,84.31,26.96,1
83.35,12.87,84.9,11.5,0
78.15,24.88,84.31,26.96,1
78.63,36.46,84.31,26.96,1
83.66,1.52,84.31,26.96,1
83.76,7.53,85.83,6.16,1
77.94,27.8,84.31,26.96,1
79.51,42.24,84.31,26.96,1
81.89,36.99,83.22,34.47,1
78.11,14.86,78.22,33.78,1
83.3,10.43,84.31,26.96,1
82.86,19.88,84.84,11.89,1
82.4,7.8,84.31,26.96,1
83.78,11.21,84.31,26.96,1
90.4,1.52,84.31,26.96,0
85.75,2.24,84.31,26.96,1
82.94,9.28,84.31,26.96,0
89.81,1.96,84.31,26.96,1
82.85,17.81,84.33,17.81,1
82.6,31.25,83.55,41.67,1
84.98,14.23,84.31,26.96,1
83.38,11.11,85.3,9.16,1
85.14,35.38,84.31,26.96,1
82.4,43.27,84.31,26.96,1
83.11,16.44,85.17,9.36,1
76.67,35.24,79.03,26.27,1
80.5,34.64,83.55,23.53,1
82.41,29.41,84.31,26.96,1
86.96,26,84.31,26.96,1
79.78,18.05,84.31,26.96,1
82.01,16.18,84.31,26.96,1
81.84,21.43,84.31,26.96,1
85.96,1.99,84.31,26.96,1
82.38,39.16,84.31,26.96,1
88.21,4.08,84.31,26.96,1
83.12,6.06,84.31,26.96,1
86.95,37.87,84.31,26.96,1
88.29,3.06,89.99,3.74,1
87.37,28.09,84.31,26.96,1
84.98,10.91,84.31,26.96,0
83.07,2.04,84.85,2.05,1
84.39,47.92,84.31,26.96,1
83.8,45.64,84.31,26.96,1
82.05,9.28,84.31,26.96,1
85.3,4.17,84.31,26.96,1
81.98,18.3,84.31,26.96,1
83.63,19.65,84.31,26.96,1
81.48,21.12,84.31,26.96,1
80.77,14.65,84.31,26.96,0
80.98,30.28,84.31,26.96,1
80.06,20.83,84.31,26.96,1
82.44,22.45,84.18,23.64,1
82.53,16.94,84.31,26.96,0
81.98,23.81,84.31,26.96,1
80.71,23.57,84.31,26.96,1
80.7,25.23,84.31,26.96,1
82.27,29.52,85.61,32.66,1
81.17,42.65,84.31,26.96,1
79.16,29.03,84.31,26.96,1
81.58,33.18,84.31,26.96,1
81.33,38.86,84.31,26.96,1
86.32,24.02,84.31,26.96,1
82.74,42.22,84.31,26.96,1
83,36.67,84.31,26.96,1
82.6,36.45,84.31,26.96,1
82.16,48.89,84.31,26.96,1
83.83,15.28,84.31,26.96,1
83.65,9.69,85.14,9.35,1
86.24,9.52,84.31,26.96,1
81.04,19.1,84.31,26.96,1
84.86,13.27,84.31,26.96,1
82.97,42.13,84.31,26.96,1
82.06,32.69,84.31,26.96,1
83.52,5.88,85.45,6.97,1
83.86,7.72,86.57,16.2,1
81.71,37.18,84.31,26.96,1
87,5.56,87.95,5.77,1
80.47,17.39,84.31,26.96,1
80.37,18,84.31,26.96,1
81.53,44.86,84.31,26.96,1
81.5,46.85,84.31,26.96,1
85.57,9.76,84.31,26.96,1
81.37,24.05,84.31,26.96,1
82.3,21.77,84.31,26.96,1
87.96,42.86,84.31,26.96,1
84.94,16.6,84.31,26.96,1
85.18,34.62,84.31,26.96,0
86.11,22.28,84.31,26.96,1
81.59,46.2,81.82,82.26,1
82.89,18.71,84.2,20.86,0
87.68,4.49,88.36,5.81,1
81.12,27.85,84.31,26.96,0
81.05,11.18,84.31,26.96,1
81.89,35.23,84.31,26.96,1
85.27,5.56,85.72,11.11,0
79.97,36.8,84.31,26.96,0
79.76,38.46,81.16,33.33,1
83.29,17.76,84.31,26.96,1
81.31,20,84.31,26.96,1
84.33,24.28,84.31,26.96,1
78.87,22.44,84.31,26.96,1
77.81,29.76,84.31,26.96,1
85.47,37.1,84.31,26.96,1
81.22,4.88,84,5.42,1
80.08,17.24,84.31,26.96,1
86.15,9.09,84.31,26.96,1
84.67,25.81,87.41,33.09,1
79.88,35.42,84.31,26.96,1
79.95,13.19,81.41,13.55,1
78.67,18.4,84.31,26.96,1
79.19,28.75,84.31,26.96,1
84.76,25.35,85.75,27.93,1
82.75,15.82,84.31,26.96,1
81.01,19.25,84.31,26.96,1
81.66,34.33,84.31,26.96,1
81.98,9.09,84.31,26.96,1
79.3,48.76,84.31,26.96,0
87.67,4.76,84.31,26.96,1
87.43,6.67,89.22,4.44,1
78.39,28.57,84.31,26.96,1
80.99,11.86,82.03,12.48,1
81.81,12,83.13,16.53,1
82.96,39.68,84.31,26.96,1
84,14.34,85.06,19.92,1
88.85,1.04,84.31,26.96,1
80.23,14.89,81.39,16.31,1
84.18,17.65,84.89,30.55,1
82.91,7.3,84.31,26.96,1
88.02,17.33,84.31,26.96,1
82.25,40.59,84.31,26.96,1
85.3,4.17,84.31,26.96,0
84.81,19.81,87.1,22.01,1
84.27,2.9,84.31,26.96,1
79.96,26.09,84.31,26.96,1
83.24,15.07,85.17,10.73,1
84.21,16.13,84.31,26.96,1
80.37,36.54,84.31,26.96,1
82.09,21.88,84.31,26.96,1
82.25,31.82,84.31,26.96,1
81.39,44.12,84.31,26.96,1
80.3,27.01,84.31,26.96,1
79.05,28,84.31,26.96,1
86.92,32.47,84.31,26.96,0
83.13,43.95,84.31,26.96,1
80.27,48.21,84.31,26.96,1
79.12,9.76,84.31,26.96,1
86.3,27.57,84.31,26.96,1
87.67,42.86,84.31,26.96,1
87.32,8.5,84.31,26.96,1
82.68,43.93,84.31,26.96,1
83.32,37.74,84.31,26.96,1
78.93,40.38,84.31,26.96,1
86.25,6.52,84.31,26.96,1
84.28,4.92,84.31,26.96,1
76.56,38.1,78.03,42.2,1
80.49,46.85,84.31,26.96,0
82.4,29.15,84.31,26.96,1
85.6,32.79,84.31,26.96,1
81.59,5.1,84.31,26.96,1
88.41,10,84.31,26.96,1
79.91,20.41,84.31,26.96,1
76.59,45.45,84.31,26.96,1
81.93,37.87,84.31,26.96,0
83.48,21.76,84.31,26.96,1
82.64,37.34,84.31,26.96,1
83.35,13.54,84.31,26.96,1
78.2,44,84.31,26.96,0
81.38,37.65,84.31,26.96,1
82.54,20.83,84.31,26.96,0
80.9,41.94,84.31,26.96,0
81.13,39.78,84.31,26.96,1
86.82,3.33,88.35,2.78,1
83.96,29.15,84.31,26.96,1
85.1,10.12,86.24,22.69,1
81.22,18.75,81.45,24.31,1
81.03,20.1,84.31,26.96,1
79.37,2.63,80.25,10.09,0
90.67,26.4,84.31,26.96,1
79.61,39.58,84.31,26.96,1
91.94,4,84.31,26.96,1
80.97,48,84.31,26.96,1
81.81,36.36,84.31,26.96,1
84.76,17.6,84.31,26.96,1
84.88,48.79,84.31,26.96,1
81.98,16.73,84.31,26.96,1
83.76,6.21,84.31,26.96,1
83.12,13.27,84.31,26.96,1
80.13,10.92,84.31,26.96,1
83.3,16.67,84.31,26.96,0
80.47,29.9,81.19,38.32,0
81.87,46.67,84.31,26.96,0
75.56,20.75,84.31,26.96,1
84.45,13.29,84.31,26.96,0
76.69,36.36,84.31,26.96,0
78.02,17.57,84.31,26.96,1
81.02,38.71,84.31,26.96,1
76.69,27.78,84.31,26.96,1
80.95,36.73,84.31,26.96,1
83.88,35.47,84.31,26.96,1
84.91,22.73,86.39,19.7,0
80.88,14.73,84.31,26.96,1
81.16,39.75,84.31,26.96,1
82.31,19.57,84.31,26.96,1
78.41,18.1,80.24,15.13,0
79.59,25.86,84.31,26.96,1
94.13,8.62,95.55,9.2,1
85,42.8,84.31,26.96,1
82.25,27.55,83.54,34.52,0
84.01,4.41,84.31,26.96,1
81.57,1.92,84.31,26.96,1
78.07,18.12,84.31,26.96,1
84.85,9.52,86.48,9.2,1
82.01,20.97,84.31,26.96,1
80.97,2.88,84.31,26.96,1
83.12,2.78,84.02,7.61,1
83.69,3.88,84.31,26.96,1
87.82,18.92,84.31,26.96,1
81.46,10.08,84.31,26.96,0
84.29,22,84.31,26.96,1
90.9,5.33,84.31,26.96,1
83.68,21.35,84.31,26.96,1
86.29,16,84.31,26.96,0
83.12,2.08,84.31,26.96,0
83.88,0.96,84.31,26.96,1
79.72,39.44,84.31,26.96,1
86.72,14.53,84.31,26.96,1
85.32,6.35,84.31,26.96,1
87.27,13.75,84.31,26.96,1
86.67,2.11,84.31,26.96,1
87.06,5.1,84.31,26.96,0
84.18,12.58,84.31,26.96,1
85.6,36.73,84.31,26.96,0
85.83,22.96,84.31,26.96,1
84.78,12.77,84.31,26.96,1
79.54,39.01,84.31,26.96,0
83.4,16.18,84.31,26.96,0
81.76,19.01,84.31,26.96,0
84.41,37.14,84.31,26.96,1
82.63,28.19,84.31,26.96,0
86.19,33.85,84.31,26.96,1
86.98,8.42,84.31,26.96,0
82,7.95,84.31,26.96,0
82.62,25.13,84.31,26.96,1
89.72,4.42,84.31,26.96,1
86.26,28.27,84.31,26.96,1
81.36,13.33,84.31,26.96,0
78.7,31.25,84.31,26.96,1
85.23,12.95,84.31,26.96,0
82.93,8.33,84.31,26.96,0
83.87,27.27,84.31,26.96,0
88.41,19.1,84.31,26.96,1
80.62,31.82,84.31,26.96,0
88.96,13.48,84.31,26.96,1
83.63,17.17,84.31,26.96,1
81.97,36.88,84.31,26.96,1
79.77,20.87,84.31,26.96,0
81.66,32.86,84.31,26.96,1
80.97,19.05,84.31,26.96,0
83.67,26.54,84.31,26.96,1
87.65,12.04,84.31,26.96,1
84.34,4.4,84.31,26.96,0
84.43,27.14,84.31,26.96,1
85.05,10.58,84.31,26.96,0
84.36,30.32,84.31,26.96,1
81.37,26.36,84.31,26.96,1
81.36,17.69,84.31,26.96,0
88.64,29.6,84.31,26.96,0
79.84,30.89,84.31,26.96,0
82.6,34.72,84.31,26.96,1
81.75,21.47,84.31,26.96,1
83.04,7.34,84.31,26.96,1
84.05,14.09,84.31,26.96,0
84.46,13.48,84.31,26.96,1
81.5,15.38,84.31,26.96,0
79.63,21.92,84.31,26.96,0
84.2,2.07,84.31,26.96,0
83.7,38.89,84.31,26.96,0
81.52,19.68,84.31,26.96,1
82.4,28.3,84.31,26.96,0
80.36,25.53,84.31,26.96,0
84.69,25,84.31,26.96,1
86.54,18.4,84.31,26.96,1
86.93,23.68,84.31,26.96,1
83.24,23.72,84.31,26.96,1
80.71,28.45,84.31,26.96,1
85.42,25.58,84.31,26.96,0
86.52,32.21,84.31,26.96,0
85.03,29.67,84.31,26.96,1
