ID,1-IND,1-ING,1-MAT,1-BIO,1-FIS,1-KIM,1-EKO,1-GEO,1-SOS,1-BAS,1-AGM,1-PJO,1-SNB,2-IND,2-ING,2-MAT,2-BIO,2-FIS,2-KIM,2-EKO,2-GEO,2-SOS,2-BAS,2-AGM,2-PJO,2-SNB,3-IND,3-ING,3-MAT,3-BIO,3-FIS,3-KIM,3-EKO,3-GEO,3-SOS,3-BAS,3-AGM,3-PJO,3-SNB,4-IND,4-ING,4-MAT,4-BIO,4-FIS,4-KIM,4-EKO,4-GEO,4-SOS,4-BAS,4-AGM,4-PJO,4-SNB,5-IND,5-ING,5-MAT,5-BIO,5-FIS,5-KIM,5-EKO,5-GEO,5-SOS,5-BAS,5-AGM,5-PJO,5-SNB,indeks_mapel_un_1_5,ranking_mapel_un_1_5,indeks_mapel_un-1,ranking_mapel_un-1,indeks_mapel_un-2,ranking_mapel_un-2,indeks_mapel_un-3,ranking_mapel_un-3,indeks_mapel_un-4,ranking_mapel_un-4,indeks_mapel_un-5,ranking_mapel_un-5
405,80,84,81,85,86,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,89,82,87,88,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.0962,63,83,46,84.36842105,59,84.63636364,53,85.81818182,65,87.27272727,69
406,80,71,74,75,71,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,78,84,78,82,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.8173,47,74.15789474,85,82.21052632,28,83.36363636,38,83.63636364,46,84.72727273,64
407,83,83,80,79,78,84,83,81,81,NULL,NULL,NULL,NULL,84,84,83,84,84,85,84,88,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.6458,21,81.44444444,25,83.88888889,27,87.16666667,8,88.33333333,7,90.66666667,16
408,76,78,74,81,70,75,80,80,72,NULL,NULL,NULL,NULL,80,79,76,81,74,78,80,80,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.537,104,75.77777778,86,78.11111111,64,79.16666667,79,80.66666667,107,82.66666667,142
409,76,75,78,76,80,79,72,74,75,NULL,NULL,NULL,NULL,79,77,82,82,81,81,75,81,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.5741,3,77,2,80,4,81.83333333,4,84.83333333,5,87.16666667,3
410,77,78,77,76,78,80,78,78,76,NULL,NULL,NULL,NULL,80,80,78,77,80,81,80,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.1379,13,77.47368421,37,79.21052632,44,83.61538462,11,85.11538462,9,87.69230769,12
411,77,80,84,82,78,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,88,88,85,80,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.5865,1,82.10526316,1,86.78947368,1,85.36363636,1,86,1,87.36363636,1
412,81,81,83,81,73,81,78,NULL,NULL,NULL,NULL,NULL,NULL,82,81,84,81,73,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.4737,58,80.07692308,60,79.76923077,56,81.81818182,41,81.83333333,42,83.25,55
413,76,76,76,80,78,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,79,78,81,79,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.5481,10,78.21052632,10,79.84210526,29,81.45454545,4,81.27272727,10,81.54545455,25
414,81,81,76,75,78,74,77,79,74,NULL,NULL,NULL,NULL,86,79,78,79,79,79,78,75,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.9483,62,77.9,40,80,60,87.33333333,69,89.33333333,63,93.83333333,69
415,85,80,78,80,85,80,NULL,78,78,NULL,NULL,NULL,NULL,85,78,80,85,88,80,NULL,82,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL,NULL,NULL,85.2308,70,81.42105263,66,82.89473684,80,82.36363636,107,86.63636364,72,92,21
416,75,83,83,67,83,75,75,75,NULL,NULL,NULL,NULL,NULL,75,91,83,67,91,83,91,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL,NULL,NULL,NULL,NULL,85.0962,6,77.52631579,16,80.89473684,6,89.36363636,1,87.81818182,8,88.27272727,5
417,88,85,86,90,87,86,82,84,83,NULL,NULL,NULL,NULL,84,80,83,88,87,87,79,84,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.1618,27,86.68,11,84,33,85.03448276,39,85.72413793,52,89.25,20
418,80,80,82,80,76,78,79,NULL,NULL,NULL,NULL,NULL,NULL,79,77,79,80,76,78,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.3068,125,79,98,78.21428571,138,79.625,122,83.63636364,85,83.63636364,85
419,83,85,81,83,77,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,85,82,85,86,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.9904,19,81.84210526,18,83.78947368,18,83.90909091,18,85.36363636,15,84.72727273,37
420,89,77,79,81,78,80,NULL,80,76,NULL,NULL,NULL,NULL,91,82,79,84,80,80,NULL,82,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL,NULL,NULL,NULL,NULL,85.1442,73,81.21052632,69,82.94736842,78,82.81818182,97,87.72727273,47,90.18181818,52
421,85,83,86,84,82,82,86,85,83,NULL,NULL,NULL,NULL,86,84,87,85,84,83,89,86,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.3231,38,83.69230769,53,84.84615385,56,87.11538462,43,88.61538462,37,92.34615385,21
422,77,75,77,75,75,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,78,77,78,75,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,NULL,NULL,NULL,78.5,59,76,76,77.68421053,85,77.81818182,49,79.90909091,34,80.63636364,55
423,75,75,75,81,75,75,77,78,80,NULL,NULL,NULL,NULL,80,78,76,82,76,78,80,79,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.0185,57,75.66666667,91,78.22222222,60,80.66666667,34,83,35,85.5,29
424,80,82,75,74,75,76,78,78,80,NULL,NULL,NULL,NULL,83,82,78,75,75,80,84,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,27,77.57894737,6,79.57894737,12,80.5,34,83.23076923,32,87.26923077,23
425,81,83,84,83,87,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,84,85,83,90,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85.2308,9,82.94736842,9,84.42105263,14,85.27272727,11,85.81818182,14,87.27272727,10
426,78,78,78,76,79,77,81,NULL,NULL,NULL,NULL,NULL,NULL,79,78,82,76,79,77,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.2617,244,77.68421053,191,78.54545455,210,79.63636364,254,82.54545455,213,82.54545455,214
427,91,93,95,91,92,92,78,78,78,NULL,NULL,NULL,NULL,90,92,94,90,94,93,82,82,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.5185,10,92.55555556,11,92.11111111,10,93.33333333,10,90,11,94.5,18
428,76,75,75,73,74,73,71,75,75,NULL,NULL,NULL,NULL,85,78,76,75,78,77,74,75,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.2093,11,74.33333333,19,78.16666667,15,85.18181818,5,81.17857143,5,86.09677419,9
429,75,97,85,80,75,80,75,75,NULL,NULL,NULL,NULL,NULL,88,85,75,70,75,70,75,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.3,81.7,NULL,NULL,NULL,NULL,NULL,82.7308,4,81,3,77.21052632,9,84.18181818,3,86.18181818,4,84.09090909,4
430,75,85,75,75,70,80,75,80,NULL,NULL,NULL,NULL,NULL,83,85,85,75,70,80,75,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.8,82.5,NULL,NULL,NULL,NULL,NULL,82.1288,5,76.05263158,10,79.84210526,5,83.18181818,4,86.36363636,3,84.06363636,5
431,76,72,72,73,73,73,76,78,77,NULL,NULL,NULL,NULL,80,78,78,78,78,78,80,82,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.4259,104,73.22222222,195,78.44444444,176,82.16666667,113,86,50,89,50
432,82,78,84,78,84,87,85,76,80,NULL,NULL,NULL,NULL,81,80,82,80,79,85,89,79,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.595,24,82.25,10,81.2,16,81.2962963,17,83.48148148,31,88.77777778,38
433,79,79,81,77,77,75,82,78,80,NULL,NULL,NULL,NULL,80,79,81,80,79,79,82,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.537,53,78.55555556,38,79.77777778,60,83.33333333,25,84.16666667,34,85.16666667,38
434,92,83,67,92,67,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,92,75,92,75,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.0865,32,81.84210526,9,84.31578947,7,76.63636364,72,79.72727273,56,83.45454545,70
435,78,88,78,78,78,83,83,NULL,NULL,NULL,NULL,NULL,NULL,78,88,78,83,78,83,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,NULL,NULL,NULL,NULL,NULL,85.4904,46,79.84210526,58,80.63157895,95,86.45454545,40,88.45454545,39,90.63636364,23
436,78,88,88,83,78,78,78,NULL,NULL,NULL,NULL,NULL,NULL,83,88,88,83,83,83,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,87.4615,17,81.94736842,22,84.57894737,18,89,12,90.45454545,15,90.18181818,35
437,81,77,72,76,72,75,75,85,74,NULL,NULL,NULL,NULL,84,77,73,77,73,77,80,85,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.2593,83,75.88888889,84,77.22222222,91,79.66666667,59,82,56,84.66666667,55
438,67,75,67,75,67,67,75,75,NULL,NULL,NULL,NULL,NULL,75,75.5,68.7,75.5,75,70,67,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,78.3413,21,69.10526316,81,73.02631579,41,76.81818182,40,83,17,87.77272727,4
439,75,75,83,83,80,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,75,85,83,80,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.7419,106,78.92857143,103,83.36842105,93,85,107,87.09090909,108,87.09090909,108
440,77,84,78,82,75,85,NULL,NULL,84,NULL,NULL,NULL,NULL,89,84,79,86,85,83,NULL,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.8654,27,79.68421053,21,84.31578947,13,83.72727273,24,83.18181818,27,83.18181818,35
441,78,78,78,78,78,83,78,NULL,NULL,NULL,NULL,NULL,NULL,78,83,83,83,78,83,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL,NULL,NULL,85.0096,60,78.78947368,122,81.15789474,75,86.63636364,37,87.81818182,61,89.27272727,61
442,85,77,78,88,94,78,85,NULL,NULL,NULL,NULL,NULL,NULL,87,82,83,89,93,85,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.3173,26,83.47368421,23,86.57894737,18,86.81818182,27,87.81818182,46,91.27272727,32
443,88,88,83,83,88,83,78,NULL,NULL,NULL,NULL,NULL,NULL,88,92,83,88,88,83,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,87.5481,16,85.36842105,5,86.57894737,9,86.27272727,44,88.63636364,37,90.45454545,29
444,83,78,78,78,78,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,83,78,83,78,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,NULL,NULL,84.8654,65,79.05263158,84,81.15789474,75,86.27272727,44,87.54545455,68,89,71
445,90,78,77,80,87,80,80,NULL,NULL,NULL,NULL,NULL,NULL,91,82,78,83,88,85,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,NULL,NULL,NULL,NULL,NULL,NULL,86.0865,46,82.36842105,42,84.63157895,52,84.72727273,66,88.90909091,29,89.09090909,74
446,75,82,82,82,77,87,83,76,79,NULL,NULL,NULL,NULL,78,82,84,83,78,85,84,78,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.6339,9,80.6,7,81.55,14,82.33333333,11,83.33333333,11,84.83333333,16
447,76,75,78,76,79,79,72,74,76,NULL,NULL,NULL,NULL,80,77,80,84,80,81,75,78,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.5,4,76.88888889,3,79.88888889,5,81.5,5,84.66666667,6,87.5,2
448,76,75,78,80,77,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,80,79,78,77,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78.6731,51,77.57894737,18,80.10526316,22,76.63636364,96,79.09090909,48,80,79
449,77,80,78,85,96,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,81,77,79,91,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.125,106,81.63157895,57,81.26315789,152,83.54545455,110,85.36363636,111,88.09090909,124
450,71,81,73,78,78,74,77,77,76,NULL,NULL,NULL,NULL,76,78,75,80,74,78,78,78,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.1379,91,75.6,80,76.83333333,100,86.5,94,87.83333333,84,92.5,88
451,80,85,82,84,79,78,NULL,86,75,NULL,NULL,NULL,NULL,87,75,82,85,78,80,NULL,86,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,85.8269,53,81.10526316,75,81.84210526,102,85.45454545,37,89.27272727,25,90.27272727,49
452,78,83,78,83,78,83,78,NULL,NULL,NULL,NULL,NULL,NULL,83,83,83,83,78,83,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,84.2885,84,80.10526316,55,82.21052632,50,84.27272727,96,86.63636364,93,87.36363636,141
453,78,78,83,79,97,83,78,NULL,NULL,NULL,NULL,NULL,NULL,79,83,86,86,90,86,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86.3558,45,83,29,84.84210526,42,86.36363636,33,87.45454545,53,89.45454545,64
